NssssC,C%,nCb-,B01[C-Br],Me,nCrt,nN-N,SpMax_L,N-073,SdO,SpPosA_B(p),nHDon,nX,mS_ring,nN,nHM_functional,HyWi_B(m),F04[C-N],F03[C-N],nCIR,C-026,nArCOOR,esther,nO,Psi_i_1d,nHM_heavy,nHM,B03[C-Cl],mS_linear,nCRX3,LOC,F02[C-N],Psi_i_A,mS_branched,B04[C-Br],nCp,F03[C-O],nArNO2,SdssC,TI2_L,F01[N-N],SpMax_B(m),J_Dz(e),Mi
-0.26089696604360174,0.33111282789012464,0.657604559986319,-0.1910938354123028,-0.8190550647490514,3.0047189417572464,-0.08259105521236185,0.6724516612285295,-0.14504851796323842,-0.727805418428602,-0.003543486572639148,0.06118529604494868,-0.31175841625708184,1.1914999501248589,-0.6274478911299515,-0.4004714203168136,0.5415103861769324,-0.45457877220372306,-0.48572491543966595,1.0350182283282336,0.12596993848335136,-0.14705530217450655,-0.158113883008419,-0.4344195449015031,-0.021436982119300608,-0.4537426064865151,-0.48544488901627597,-0.43405736614121565,-0.4881137506330333,-0.13621834047872816,-1.1297739876254056,-0.578293463630148,-1.104649309431183,-0.4645594536727297,-0.158113883008419,-0.6965981990415469,0.11356397133724558,-0.2315529124607063,0.2604649769077578,0.05495839622208668,-0.14898646584984904,-0.14803512267409413,-1.4484809180769975,-0.21351833322017885
-0.26089696604360174,1.4302549067985095,0.657604559986319,-0.1910938354123028,-0.16654601025140633,-0.18590347409433322,-0.08259105521236185,0.403182104500066,-0.14504851796323842,-0.727805418428602,0.5879656648743375,0.06118529604494868,-0.31175841625708184,1.1914999501248589,0.3412896478949527,-0.4004714203168136,-0.1731567818993437,0.083911009315294,0.637989779213856,1.0350182283282336,0.12596993848335136,-0.14705530217450655,-0.158113883008419,-0.4344195449015031,0.004723402839845893,-0.4537426064865151,-0.48544488901627597,-0.43405736614121565,-0.4881137506330333,-0.13621834047872816,-0.9054445911593255,0.8570672185191208,-0.26405043580873905,-0.4645594536727297,-0.158113883008419,-0.6965981990415469,-0.34820027575304235,-0.2315529124607063,0.2604649769077578,-0.7399365284983541,-0.14898646584984904,-0.02822814853674427,-0.02816753978306332,-0.7485829509332267
-0.26089696604360174,-0.6581150431274218,-0.7450317558226504,-0.1910938354123028,-0.9278065738319923,-0.18590347409433322,-0.08259105521236185,-1.5388784656031693,-0.14504851796323842,-0.727805418428602,-0.6054299915537744,0.06118529604494868,-0.31175841625708184,-0.8392782558616211,-0.6274478911299515,-0.4004714203168136,-0.17831063166912473,-0.45457877220372306,-0.48572491543966595,-0.7427400009337597,-0.5891517122913665,-0.14705530217450655,-0.158113883008419,-0.4344195449015031,-0.034517174598873865,-0.4537426064865151,-0.48544488901627597,-0.43405736614121565,2.0487027843470975,-0.13621834047872816,1.7791126918248636,-0.578293463630148,-1.054743624911854,-0.4645594536727297,-0.158113883008419,0.3016337832743009,-0.5790823992981863,-0.2315529124607063,0.2604649769077578,1.3732315203703047,-0.14898646584984904,-0.8884047831634972,-0.33679805309427846,0.388429361707
-0.26089696604360174,-1.3176002904724526,-0.7450317558226504,-0.1910938354123028,-0.9060562720154042,-0.18590347409433322,-0.08259105521236185,-1.1331298184780874,-0.14504851796323842,-0.727805418428602,-1.093165607659176,0.8821807229753507,-0.31175841625708184,-0.8392782558616211,0.3412896478949527,-0.4004714203168136,-1.880799005620061,-0.45457877220372306,0.2634182143293487,-0.7427400009337597,-0.5891517122913665,-0.14705530217450655,-0.158113883008419,-1.012080128932691,2.084474007091993,-0.4537426064865151,-0.48544488901627597,-0.43405736614121565,-0.4881137506330333,-0.13621834047872816,-0.4839025384593289,-0.09983990291372506,-0.5712823061308568,2.152577010529366,-0.158113883008419,0.8007497744322248,-0.8099645228433303,-0.2315529124607063,0.2604649769077578,-0.5264713589500817,-0.14898646584984904,-0.8818528392653612,-0.5630249266787787,0.9903770566341789
-0.26089696604360174,1.0675380207587428,0.19005912138332917,-0.1910938354123028,0.007456404281299035,-0.18590347409433322,-0.08259105521236185,-0.002566542625015982,-0.14504851796323842,-0.727805418428602,1.1172106951163714,-0.7598101308854533,0.5548243001185355,-0.8392782558616211,-0.6274478911299515,-0.4004714203168136,-0.04946438742460346,-0.45457877220372306,-0.48572491543966595,-0.15015392451309525,0.12596993848335136,-0.14705530217450655,-0.158113883008419,-1.012080128932691,-0.18493938811396626,2.2038926600773587,0.9194897309602404,2.3038429433649137,-0.4881137506330333,-0.13621834047872816,-0.21766545254354144,-0.578293463630148,-0.30147969919823564,-0.4645594536727297,-0.158113883008419,-0.19748220788362297,-0.8099645228433303,-0.2315529124607063,0.2604649769077578,-0.6105775499498292,-0.14898646584984904,0.0017235949975931968,0.047988041423600136,-0.9492321825756197
-0.26089696604360174,0.05632730816302841,-0.7450317558226504,-0.1910938354123028,-1.0365580829149332,-0.18590347409433322,-0.08259105521236185,-1.4466628639838326,-0.14504851796323842,-0.727805418428602,-0.12807172898252922,-0.7598101308854533,-0.31175841625708184,1.1914999501248589,-0.6274478911299515,-0.4004714203168136,-1.4599012744212922,-0.45457877220372306,-0.48572491543966595,-0.15015392451309525,-0.5891517122913665,-0.14705530217450655,-0.158113883008419,-1.012080128932691,0.7110537967368015,-0.4537426064865151,-0.48544488901627597,-0.43405736614121565,-0.4881137506330333,-0.13621834047872816,-1.68073684597891,-0.578293463630148,-1.351058626745369,-0.4645594536727297,-0.158113883008419,-0.6965981990415469,-0.8099645228433303,-0.2315529124607063,0.2604649769077578,-0.9264328650630119,-0.14898646584984904,-0.7021423780593369,-0.9778724348308667,-0.046310640184855104
-0.26089696604360174,-1.2406603449488658,-0.7450317558226504,-0.1910938354123028,-0.7973047629324632,-0.18590347409433322,-0.08259105521236185,-0.5964350170535458,-0.14504851796323842,-0.727805418428602,-0.5846752844854595,-0.7598101308854533,-0.31175841625708184,1.1914999501248589,2.278764725944761,-0.4004714203168136,-0.3879005223068786,3.853339479948413,-0.48572491543966595,-0.7427400009337597,-0.5891517122913665,-0.14705530217450655,-0.158113883008419,-1.012080128932691,-0.06721765579780699,-0.4537426064865151,-0.48544488901627597,-0.43405736614121565,-0.4881137506330333,-0.13621834047872816,0.9286331118160985,1.3355207792355437,-1.0921728883013506,-0.4645594536727297,-0.158113883008419,-0.6965981990415469,-0.8099645228433303,-0.2315529124607063,0.2604649769077578,0.5047436785250847,-0.14898646584984904,-0.6637667066559666,0.6388421792065679,0.9903770566341789
-0.26089696604360174,1.4302549067985095,-0.7450317558226504,-0.1910938354123028,-0.10129510480164423,-0.18590347409433322,-0.08259105521236185,-0.5263511598228509,-0.14504851796323842,-0.727805418428602,0.7955127355574876,-0.7598101308854533,-0.31175841625708184,1.1914999501248589,1.3100271869198568,-0.4004714203168136,-0.7022853582635095,0.083911009315294,1.0125613440983632,-0.15015392451309525,-0.5891517122913665,-0.14705530217450655,-0.158113883008419,-1.012080128932691,0.2859475411506708,-0.4537426064865151,-0.48544488901627597,-0.43405736614121565,-0.4881137506330333,-0.13621834047872816,-0.2940853568341842,0.8570672185191208,0.1757434090178465,-0.4645594536727297,-0.158113883008419,-0.6965981990415469,-0.8099645228433303,-0.2315529124607063,0.2604649769077578,-0.5543543896619544,-0.14898646584984904,-0.25473820901517114,0.10646043813955211,-0.44760910346963356
-0.26089696604360174,1.0125809168133235,1.1251499985893085,5.233031185136908,1.1819727023770554,-0.18590347409433322,-0.08259105521236185,0.27776888629776686,-0.14504851796323842,-0.727805418428602,1.459663361743568,0.06118529604494868,0.9881156583063441,1.1914999501248589,-0.6274478911299515,-0.4004714203168136,1.0328440642293724,-0.45457877220372306,-0.48572491543966595,-0.15015392451309525,2.271334890807505,-0.14705530217450655,-0.158113883008419,-0.4344195449015031,0.07012436523771215,2.2038926600773587,1.6219570409484987,2.3038429433649137,-0.4881137506330333,-0.13621834047872816,-0.6194862396201465,-0.578293463630148,0.35977062068287047,-0.4645594536727297,6.32455532033676,-0.6965981990415469,-0.34820027575304235,-0.2315529124607063,0.2604649769077578,-0.7527352966939679,-0.14898646584984904,2.76570792802567,0.5057467439398138,-1.3505306458604056
-0.26089696604360174,2.3425428322924686,1.1251499985893085,-0.1910938354123028,-0.07954480298505365,-0.18590347409433322,-0.08259105521236185,0.9693858984427937,-0.14504851796323842,1.3916046276922875,0.7643806749550139,-0.7598101308854533,-0.31175841625708184,1.1914999501248589,-0.6274478911299515,-0.4004714203168136,0.4762282890930421,-0.45457877220372306,-0.48572491543966595,2.812776457590227,-0.5891517122913665,-0.14705530217450655,-0.158113883008419,0.14324103912968486,-0.021436982119300608,-0.4537426064865151,-0.48544488901627597,-0.43405736614121565,-0.4881137506330333,-0.13621834047872816,-0.9103749075651735,-0.578293463630148,-0.05195127660159159,-0.4645594536727297,-0.158113883008419,-0.6965981990415469,1.0370924655178215,-0.2315529124607063,0.08242004280389992,-0.6544590409062192,-0.14898646584984904,0.015763474779313988,-0.8406509231829467,-1.4842968002886676
